,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
227267,2023-12-24 11:00:00 EST,101.56,103.02,7,8,84,-2.8,-0.3,-3,8100,8,247,-0.3,-1,1.39E-15,4.99E-02,4.52E-16,1.01E-01
227327,2023-12-24 12:00:00 EST,101.51,102.97,4,10,84,-2.5,-0.1,-3,8100,8,291,0,-0.3,1.59E-15,4.48E-02,,
227387,2023-12-24 13:00:00 EST,101.47,102.92,4,8,84,-2.2,0.3,ERROR,8100,8,326,0.3,-0.1,1.33E-15,5.00E-02,,
227447,2023-12-24 14:00:00 EST,101.47,102.92,4,7,85,-1.7,0.5,ERROR,8100,8,314,0.6,0.3,6.99E-16,7.56E-02,,
227507,2023-12-24 15:00:00 EST,101.49,102.94,6,7,86,-1.7,0.4,ERROR,8100,8,185,0.6,0.4,4.37E-16,1.01E-01,,
227567,2023-12-24 16:00:00 EST,101.52,102.97,5,9,87,-1.6,0.3,ERROR,8100,8,63,0.4,0.3,7.67E-16,7.46E-02,,
227627,2023-12-24 17:00:00 EST,101.55,103,5,5,88,-1.6,0.2,ERROR,8100,8,4,0.3,0.2,5.67E-16,9.14E-02,,
227687,2023-12-24 18:00:00 EST,101.55,103,4,8,87,-1.8,0.1,ERROR,16100,8,0,0.3,0.1,5.47E-16,8.87E-02,,
227747,2023-12-24 19:00:00 EST,101.6,103.05,4,6,85,-2.1,0.1,ERROR,12900,8,0,0.1,0,4.68E-16,9.63E-02,,
227807,2023-12-24 20:00:00 EST,101.59,103.04,5,7,87,-1.9,0,-2,12900,7,0,0.1,0,3.16E-16,1.23E-01,,
227867,2023-12-24 21:00:00 EST,101.61,103.06,5,9,92,-1.1,0,-3,9700,8,0,0.1,-0.1,2.18E-16,1.53E-01,,
227927,2023-12-24 22:00:00 EST,101.62,103.07,6,7,95,-0.8,-0.1,-3,8100,8,0,0.1,-0.1,2.29E-16,1.48E-01,,
