,date_time_local,pressure_station,pressure_sea,wind_dir_10s,wind_speed,relative_humidity,dew_point,temperature,windchill,visibility,cloud_cover_8,solar_radiation,max_air_temp_pst1hr,min_air_temp_pst1hr,CN2,R0,CN2 Future,R0 Future
225107,2023-12-22 23:00:00 EST,101.63,103.11,5,14,79,-12.5,-9.5,-16,24100,4,0,-9.4,-10.2,9.53E-16,6.03E-02,2.08E-16,1.70E-01
225167,2023-12-23 00:00:00 EST,101.63,103.11,4,14,81,-13.2,-10.5,-17,24100,4,0,-9.5,-10.5,7.13E-16,7.28E-02,,
225227,2023-12-23 01:00:00 EST,101.6,103.08,4,14,82,-13.1,-10.7,-17,24100,4,0,-10.5,-10.9,8.16E-16,6.65E-02,,
225287,2023-12-23 02:00:00 EST,101.58,103.06,4,11,82,-12.8,-10.4,-16,24100,5,0,-10,-10.7,7.22E-16,7.39E-02,,
225347,2023-12-23 03:00:00 EST,101.57,103.05,4,13,82,-12.3,-9.8,-16,24100,7,0,-9.8,-10.6,5.53E-16,8.52E-02,,
225407,2023-12-23 04:00:00 EST,101.54,103.02,4,10,83,-12.1,-9.8,-15,24100,7,0,-9.6,-9.8,4.62E-16,9.65E-02,,
225467,2023-12-23 05:00:00 EST,101.51,102.99,5,12,83,-11.9,-9.4,-15,24100,7,0,-9.3,-9.8,5.06E-16,9.07E-02,,
225527,2023-12-23 06:00:00 EST,101.55,103.03,5,12,82,-11.5,-8.9,-15,24100,8,0,-8.9,-9.4,5.90E-16,8.40E-02,,
225587,2023-12-23 07:00:00 EST,101.52,103,6,13,81,-11.5,-8.8,-15,24100,8,0,-8.8,-9,7.14E-16,7.33E-02,,
225647,2023-12-23 08:00:00 EST,101.51,102.99,7,14,81,-11,-8.3,-14,24100,7,4,-8.3,-8.8,1.40E-15,4.85E-02,,
225707,2023-12-23 09:00:00 EST,101.52,103,6,12,80,-10.6,-7.8,-13,24100,7,76,-7.8,-8.3,2.30E-15,3.63E-02,,
225767,2023-12-23 10:00:00 EST,101.56,103.04,4,15,80,-9.8,-6.9,-13,24100,8,241,-6.9,-7.8,4.25E-15,2.50E-02,,
